scorer,,,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse,jesse
bodyparts,,,head_tip,head_tip,left_shoulder,left_shoulder,left_hand_middle,left_hand_middle,right_shoulder,right_shoulder,right_hand_middle,right_hand_middle,left_pelvis,left_pelvis,left_foot_middle,left_foot_middle,right_pelvis,right_pelvis,right_foot_middle,right_foot_middle,tail_connection,tail_connection,tail_end,tail_end,spine_highest,spine_highest,spine_high,spine_high,spine_middle,spine_middle,spine_low,spine_low,spine_lowest,spine_lowest
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,m3v1mp4,2018-Sal01.jpg,586.8806072375892,196.32038815067472,456.1280056257924,157.55072139368855,475.89293377641286,127.90332916775786,447.7659206389915,219.88626402256835,387.71094664287546,278.4208589301751,201.8840761465038,190.42941333673454,134.71544826437912,186.14205411021595,241.42305567995308,237.11399158104817,315.2609090255511,256.16892147668636,162.99721590580623,241.08608135760844,,,238.2720573106893,197.63261451022032,280.98579798479136,190.39299744681318,331.66311742864127,185.3252655024282,383.78836028517264,186.0492272087689,425.0541775465932,187.49715062145034
labeled-data,m3v1mp4,2018-Sal02.jpg,729.9028129789976,334.10076880417364,601.1334917043343,226.16177891217646,612.4954906403341,129.58478795617896,555.0542737972244,308.8518822797298,515.9184996843366,364.3994326335062,342.33240482878546,191.44455994106616,347.3821821336743,102.44223494240183,343.59484915500764,265.2975530250643,365.68762486389596,333.4695466410625,278.57896635456495,216.06222430239885,,,569.5723835487796,262.77266437261994,524.7556099678919,253.9355540890646,469.8392817772266,247.62333245795358,419.341508728339,237.52377784817608,360.0066253958961,228.68666756462076
labeled-data,m3v1mp4,2018-Sal03.jpg,721.3040953523779,273.27842571817257,626.5779494848816,221.56307040672868,651.6675773092455,180.60041273429795,593.8078233469371,267.64606028821333,568.2061623016679,299.3921199843472,455.0468204815778,191.86514359421636,501.12981036306246,148.34231981725867,446.8542889470917,236.92406703389025,466.3115513414963,286.0792562408072,393.0908007520263,208.2502066631887,290.68415657094937,198.52157546598636,602.0003548814232,242.5564324638495,570.2542951852894,236.92406703389025,535.9480693846285,231.29170160393102,500.10574392125164,225.1473029530664,461.1912191324424,217.4668046394856
labeled-data,m3v1mp4,2018-Sal04.jpg,821.1425761900211,152.20835623994031,669.6492570433584,113.70380429016353,643.7691483558035,50.58158797905406,662.7058132491363,195.1314633314947,641.2442597033591,259.5161239688264,467.65816484780805,109.91647131149696,532.0428254851397,75.83047450349784,432.3097237135868,165.4640216652733,378.6558398491437,190.71290818971713,368.55628523936616,120.64724808438558,,,652.1806262210494,152.9637407505138,606.0976363395648,153.98780719232457,557.9665135744586,153.98780719232462,514.9557230184062,151.93967430870305,467.3366334742054,144.77120921602761
labeled-data,m3v1mp4,2018-Sal05.jpg,843.2758057972144,270.4784686652949,621.5654211451829,219.7871797956618,,,,,644.0948828650198,334.9946544993734,431.08906296837984,204.42618316850027,467.4434216526621,171.65605703055567,,,375.90124937551036,324.64543294404126,297.69798663084646,220.401846628599,69.84080060951811,43.348993426311324,609.3550508068242,274.01345387582217,559.1757951580965,272.9893874340114,515.1409381602333,273.5014206549168,470.5940479414649,268.38108844586293,425.53512450179113,256.09229114413375
labeled-data,m3v1mp4,2018-Sal06.jpg,815.7044388316943,163.41427816025913,645.3043620084592,189.21350242192622,555.3415396993398,142.24692486194735,687.752048217702,251.40978684655124,733.573496458153,268.25590752318766,448.03544695142574,142.491891610869,,,406.16107997576006,201.6957912331334,351.5796489834581,293.6756101275682,356.21180828946024,126.67680611829084,,,649.2287941122443,221.7436491192281,598.9714688047279,237.11159156863394,545.8066949257025,234.20414299712473,486.9948210568797,213.52209645982384,444.5425969517559,184.88369130954194
labeled-data,m3v1mp4,2018-Sal07.jpg,829.5732917730197,53.18172388748124,678.1220076928715,98.9862316376744,645.0321146307339,84.41948523532031,726.2649545678996,162.52237237461046,760.0819445574803,227.57031744152428,,,,,472.7749020152187,237.95267298113436,378.22633616039224,282.2582957731764,421.27577002829224,191.56036600763343,,,690.0363284907426,135.67243337827514,647.2552995099643,161.00877092999824,596.5826244065181,181.77626072649255,542.1718011397029,202.5437505229869,492.7451754240464,205.4511990944961
labeled-data,m3v1mp4,2018-Sal08.jpg,739.3048413724597,288.0823061213017,655.3313931439766,181.06736295207634,760.8102366504859,181.06736295207634,606.6882371579651,246.6076152279656,647.6508948303958,332.11716311916484,381.2348335775177,65.27199607456541,,,389.12647970018554,155.81825158728074,380.8194837815878,203.16812832328785,307.5062266760214,94.22896117097575,331.0345762467687,325.3838240458193,612.1381384587124,203.2585575018233,564.3729119267755,173.35337219487147,520.3458335582075,149.26308403093805,462.61221192395317,126.83419505072416,409.86278784085755,110.22020321352869
labeled-data,m3v1mp4,2018-Sal09.jpg,663.8866146266104,288.7752875923216,619.0759336267575,178.2647359535868,662.8758473860122,138.17096874319213,588.4159939952792,244.3015290060015,605.9359594989811,285.40606345699433,,,,,383.95850162167307,196.93537663492725,361.721622328513,254.54910934902375,336.96061137105426,157.5636591010013,,,589.6512802123759,203.01223114833215,540.4606078365977,185.1553432310976,501.37760786680116,179.76458461457395,452.5238579045556,175.38459323864845,406.0285648370391,171.3415242762557
labeled-data,m3v1mp4,2018-Sal10.jpg,785.6689458415794,117.9135360649301,663.1407560422629,159.0331658619889,691.799891961425,127.46658137131749,672.2784515527203,215.5207381084535,,,,,308.7118654869014,195.50274421113795,409.42330903554955,276.0606409962284,451.2016883136078,332.66360646972674,345.70317871585036,259.198667802114,,,656.6517288078444,188.2956463789124,604.9363734964005,201.6085101224524,542.4683205459437,215.43340708689783,479.48823437458134,229.2583040513432,413.4359488777867,245.13133389941015
labeled-data,m3v1mp4,2018-Sal11.jpg,,,670.9697853438889,299.722055862182,749.9359851142449,337.8273575259859,611.2091532736628,327.44361262773873,604.9789063347146,383.5158350782735,,,497.8185358480672,124.2082604753266,418.6417686678761,187.21275180594677,399.43719109651056,254.26031209895967,377.927135057124,116.65548954432163,,,631.308748497801,295.04429501932964,591.6796876247217,255.68853801434045,548.2243725983794,226.17172026059862,505.31566530821783,203.2141953410216,458.3073999967029,176.70372013627195
labeled-data,m3v1mp4,2018-Sal12.jpg,648.4539938107556,106.28213976529364,538.366851316098,126.25143538060362,,,566.0166452449887,211.76098327180287,616.7079341146217,253.23567416513905,314.6083337804448,183.08712290110134,327.9211975239848,107.81823942800978,340.72202804661947,250.1634748397067,396.5336491253064,290.61409929123215,242.02423705105,223.29587430340746,,,537.9539659496861,176.086744566094,492.8063625363005,194.28055489686133,449.6802936041113,201.0190031675159,395.09886261180935,204.7251497163759,337.4851298977128,209.10514109230138
labeled-data,m3v1mp4,2018-Sal13.jpg,815.021960530979,201.76325272930563,679.1899380901483,166.7803576137597,699.4144243288233,106.38020276582495,675.6369878049757,246.85839096418906,639.560877217069,305.0721148674022,430.8792681068113,185.59810417387317,,,448.74977156280625,245.99090473639592,468.700953933391,266.4886948431611,384.0376734534663,211.76817947842986,,,665.8308203059047,204.75330198465178,614.7427954065286,204.33795218872189,570.3003672420307,201.84585341314255,515.4741941792856,204.33795218872189,460.45000492659864,207.24540709796602
labeled-data,m3v1mp4,2018-Sal14.jpg,803.7503976240646,152.71540823235787,663.9653283168946,156.29964077869556,654.7487303405976,91.78345494461709,664.9893947587053,232.59259069359788,,,424.64855135559634,248.47645718225004,,,477.93628852477553,277.1192763488933,565.5361160432849,292.28078495786605,412.1603894328041,298.5271311879982,94.48513837106931,237.97672419988982,649.4590088842954,192.9076842425409,606.6043071840701,202.38010783061807,570.05352514224,211.5178033410756,521.0422492225134,226.47039599455152,477.84587044580513,241.42298864802743
labeled-data,m3v1mp4,2018-Sal15.jpg,804.3898766136987,148.5961956638178,664.6048073065286,110.70573731681934,,,650.7392413204368,182.6810039407638,,,375.79355259437733,142.8189489197949,,,,,,,342.82509515721586,195.9093010194016,,,645.0420324026145,145.0632288612173,588.8061871730679,145.11864972684694,532.9812668931684,145.06545292199658,480.2653181750121,146.6944256475607,430.73772338570114,152.42210667761705
labeled-data,m3v1mp4,2018-Sal16.jpg,598.755428686186,261.3335206486828,468.9495349948547,207.11860199425783,427.9868773224239,128.26548597482858,461.26903668127386,284.4356183509709,506.32796012094775,389.40242863657477,226.36606366733875,159.5079504975207,292.41834916413336,82.19093414080764,192.05983786667798,210.19923936715372,133.68805068346413,296.22082047925835,149.04904731062567,138.5145884403999,,,441.4200164476003,241.43326584238224,387.14449503162956,236.31293363332838,330.3088075111319,230.68056820336915,273.47311999063413,216.85567123892378,229.43826299277106,195.86230918180303
labeled-data,m3v1mp4,2018-Sal17.jpg,809.4772176768524,146.92961449929902,,,654.6451437527834,87.68607854591164,673.5127989106161,185.3935784704028,,,430.44007842638274,131.88044796347816,,,,,431.4508456669809,209.70952548953835,386.76384817361827,159.61868067174046,,,659.5171109478836,152.49602566401197,605.7472016566501,154.84490502631027,554.6182064446514,155.47612718942136,493.48362100598354,155.02386400952633,451.0313969008598,155.36078642305904
